Launching algorithm with 108 blocks and 64 threads
markerMatrix read successfully :)
Converting into CSR ... 
generating input and output vectors for the moltiplication... 
copying data in the CUDA memory... 
performing matrix to vector multiplication...
thread 0 85 on row 255111
thread 1 85 on row 255158
thread 2 85 on row 255205
thread 3 85 on row 255252
thread 4 85 on row 255299
thread 5 85 on row 255346
thread 6 85 on row 255393
thread 7 85 on row 255440
thread 8 85 on row 255487
thread 9 85 on row 255534
thread 10 85 on row 255581
thread 11 85 on row 255628
thread 12 85 on row 255675
thread 13 85 on row 255722
thread 14 85 on row 255769
thread 15 85 on row 255816
thread 16 85 on row 255863
thread 17 85 on row 255910
thread 18 85 on row 255957
thread 19 85 on row 256004
thread 20 85 on row 256051
thread 21 85 on row 256098
thread 22 85 on row 256145
thread 23 85 on row 256192
thread 24 85 on row 256239
thread 25 85 on row 256286
thread 26 85 on row 256333
thread 27 85 on row 256380
thread 28 85 on row 256427
thread 29 85 on row 256474
thread 30 85 on row 256521
thread 31 85 on row 256568
thread 32 73 on row 220603
thread 33 73 on row 220650
thread 34 73 on row 220697
thread 35 73 on row 220744
thread 36 73 on row 220791
thread 37 73 on row 220838
thread 38 73 on row 220885
thread 39 73 on row 220932
thread 40 73 on row 220979
thread 41 73 on row 221026
thread 42 73 on row 221073
thread 43 73 on row 221120
thread 44 73 on row 221167
thread 45 73 on row 221214
thread 46 73 on row 221261
thread 47 73 on row 221308
thread 48 73 on row 221355
thread 49 73 on row 221402
thread 50 73 on row 221449
thread 51 73 on row 221496
thread 52 73 on row 221543
thread 53 73 on row 221590
thread 54 73 on row 221637
thread 55 73 on row 221684
thread 56 73 on row 221731
thread 57 73 on row 221778
thread 58 73 on row 221825
thread 59 73 on row 221872
thread 60 73 on row 221919
thread 61 73 on row 221966
thread 62 73 on row 222013
thread 63 73 on row 222060
thread 0 26 on row 78053
thread 1 26 on row 78100
thread 2 26 on row 78147
thread 3 26 on row 78194
thread 4 26 on row 78241
thread 5 26 on row 78288
thread 6 26 on row 78335
thread 7 26 on row 78382
thread 8 26 on row 78429
thread 9 26 on row 78476
thread 10 26 on row 78523
thread 11 26 on row 78570
thread 12 26 on row 78617
thread 13 26 on row 78664
thread 14 26 on row 78711
thread 15 26 on row 78758
thread 16 26 on row 78805
thread 17 26 on row 78852
thread 18 26 on row 78899
thread 19 26 on row 78946
thread 20 26 on row 78993
thread 21 26 on row 79040
thread 22 26 on row 79087
thread 23 26 on row 79134
thread 24 26 on row 79181
thread 25 26 on row 79228
thread 26 26 on row 79275
thread 27 26 on row 79322
thread 28 26 on row 79369
thread 29 26 on row 79416
thread 30 26 on row 79463
thread 31 26 on row 79510
thread 0 90 on row 270116
thread 1 90 on row 270163
thread 2 90 on row 270210
thread 3 90 on row 270257
thread 4 90 on row 270304
thread 5 90 on row 270351
thread 6 90 on row 270398
thread 7 90 on row 270445
thread 8 90 on row 270492
thread 9 90 on row 270539
thread 10 90 on row 270586
thread 11 90 on row 270633
thread 12 90 on row 270680
thread 13 90 on row 270727
thread 14 90 on row 270774
thread 15 90 on row 270821
thread 16 90 on row 270868
thread 17 90 on row 270915
thread 18 90 on row 270962
thread 19 90 on row 271009
thread 20 90 on row 271056
thread 21 90 on row 271103
thread 22 90 on row 271150
thread 23 90 on row 271197
thread 24 90 on row 271244
thread 25 90 on row 271291
thread 26 90 on row 271338
thread 27 90 on row 271385
thread 28 90 on row 271432
thread 29 90 on row 271479
thread 30 90 on row 271526
thread 31 90 on row 271573
thread 0 24 on row 72047
thread 1 24 on row 72094
thread 2 24 on row 72141
thread 3 24 on row 72188
thread 4 24 on row 72235
thread 5 24 on row 72282
thread 6 24 on row 72329
thread 7 24 on row 72376
thread 8 24 on row 72423
thread 9 24 on row 72470
thread 10 24 on row 72517
thread 11 24 on row 72564
thread 12 24 on row 72611
thread 13 24 on row 72658
thread 14 24 on row 72705
thread 15 24 on row 72752
thread 16 24 on row 72799
thread 17 24 on row 72846
thread 18 24 on row 72893
thread 19 24 on row 72940
thread 20 24 on row 72987
thread 21 24 on row 73034
thread 22 24 on row 73081
thread 23 24 on row 73128
thread 24 24 on row 73175
thread 25 24 on row 73222
thread 26 24 on row 73269
thread 27 24 on row 73316
thread 28 24 on row 73363
thread 29 24 on row 73410
thread 30 24 on row 73457
thread 31 24 on row 73504
thread 32 56 on row 169595
thread 33 56 on row 169642
thread 34 56 on row 169689
thread 35 56 on row 169736
thread 36 56 on row 169783
thread 37 56 on row 169830
thread 38 56 on row 169877
thread 39 56 on row 169924
thread 40 56 on row 169971
thread 41 56 on row 170018
thread 42 56 on row 170065
thread 43 56 on row 170112
thread 44 56 on row 170159
thread 45 56 on row 170206
thread 46 56 on row 170253
thread 47 56 on row 170300
thread 48 56 on row 170347
thread 49 56 on row 170394
thread 50 56 on row 170441
thread 51 56 on row 170488
thread 52 56 on row 170535
thread 53 56 on row 170582
thread 54 56 on row 170629
thread 55 56 on row 170676
thread 56 56 on row 170723
thread 57 56 on row 170770
thread 58 56 on row 170817
thread 59 56 on row 170864
thread 60 56 on row 170911
thread 61 56 on row 170958
thread 62 56 on row 171005
thread 63 56 on row 171052
thread 32 106 on row 319639
thread 33 106 on row 319686
thread 34 106 on row 319733
thread 35 106 on row 319780
thread 36 106 on row 319827
thread 37 106 on row 319874
thread 38 106 on row 319921
thread 39 106 on row 319968
thread 40 106 on row 320015
thread 41 106 on row 320062
thread 42 106 on row 320109
thread 43 106 on row 320156
thread 44 106 on row 320203
thread 45 106 on row 320250
thread 46 106 on row 320297
thread 47 106 on row 320344
thread 48 106 on row 320391
thread 49 106 on row 320438
thread 50 106 on row 320485
thread 51 106 on row 320532
thread 52 106 on row 320579
thread 53 106 on row 320626
thread 54 106 on row 320673
thread 55 106 on row 320720
thread 56 106 on row 320767
thread 57 106 on row 320814
thread 58 106 on row 320861
thread 59 106 on row 320908
thread 60 106 on row 320955
thread 61 106 on row 321002
thread 62 106 on row 321049
thread 63 106 on row 321096
thread 0 35 on row 105059
thread 1 35 on row 105106
thread 2 35 on row 105153
thread 3 35 on row 105200
thread 4 35 on row 105247
thread 5 35 on row 105294
thread 6 35 on row 105341
thread 7 35 on row 105388
thread 8 35 on row 105435
thread 9 35 on row 105482
thread 10 35 on row 105529
thread 11 35 on row 105576
thread 12 35 on row 105623
thread 13 35 on row 105670
thread 14 35 on row 105717
thread 15 35 on row 105764
thread 16 35 on row 105811
thread 17 35 on row 105858
thread 18 35 on row 105905
thread 19 35 on row 105952
thread 20 35 on row 105999
thread 21 35 on row 106046
thread 22 35 on row 106093
thread 23 35 on row 106140
thread 24 35 on row 106187
thread 25 35 on row 106234
thread 26 35 on row 106281
thread 27 35 on row 106328
thread 28 35 on row 106375
thread 29 35 on row 106422
thread 30 35 on row 106469
thread 31 35 on row 106516
thread 0 106 on row 318136
thread 1 106 on row 318183
thread 2 106 on row 318230
thread 3 106 on row 318277
thread 4 106 on row 318324
thread 5 106 on row 318371
thread 6 106 on row 318418
thread 7 106 on row 318465
thread 8 106 on row 318512
thread 9 106 on row 318559
thread 10 106 on row 318606
thread 11 106 on row 318653
thread 12 106 on row 318700
thread 13 106 on row 318747
thread 14 106 on row 318794
thread 15 106 on row 318841
thread 16 106 on row 318888
thread 17 106 on row 318935
thread 18 106 on row 318982
thread 19 106 on row 319029
thread 20 106 on row 319076
thread 21 106 on row 319123
thread 22 106 on row 319170
thread 23 106 on row 319217
thread 24 106 on row 319264
thread 25 106 on row 319311
thread 26 106 on row 319358
thread 27 106 on row 319405
thread 28 106 on row 319452
thread 29 106 on row 319499
thread 30 106 on row 319546
thread 31 106 on row 319593
thread 0 2 on row 6020
thread 1 2 on row 6067
thread 2 2 on row 6114
thread 3 2 on row 6161
thread 4 2 on row 6208
thread 5 2 on row 6255
thread 6 2 on row 6302
thread 7 2 on row 6349
thread 8 2 on row 6396
thread 9 2 on row 6443
thread 10 2 on row 6490
thread 11 2 on row 6537
thread 12 2 on row 6584
thread 13 2 on row 6631
thread 14 2 on row 6678
thread 15 2 on row 6725
thread 16 2 on row 6772
thread 17 2 on row 6819
thread 18 2 on row 6866
thread 19 2 on row 6913
thread 20 2 on row 6960
thread 21 2 on row 7007
thread 22 2 on row 7054
thread 23 2 on row 7101
thread 24 2 on row 7148
thread 25 2 on row 7195
thread 26 2 on row 7242
thread 27 2 on row 7289
thread 28 2 on row 7336
thread 29 2 on row 7383
thread 30 2 on row 7430
thread 31 2 on row 7477
thread 32 26 on row 79553
thread 33 26 on row 79600
thread 34 26 on row 79647
thread 35 26 on row 79694
thread 36 26 on row 79741
thread 37 26 on row 79788
thread 38 26 on row 79835
thread 39 26 on row 79882
thread 40 26 on row 79929
thread 41 26 on row 79976
thread 42 26 on row 80023
thread 43 26 on row 80070
thread 44 26 on row 80117
thread 45 26 on row 80164
thread 46 26 on row 80211
thread 47 26 on row 80258
thread 48 26 on row 80305
thread 49 26 on row 80352
thread 50 26 on row 80399
thread 51 26 on row 80446
thread 52 26 on row 80493
thread 53 26 on row 80540
thread 54 26 on row 80587
thread 55 26 on row 80634
thread 56 26 on row 80681
thread 57 26 on row 80728
thread 58 26 on row 80775
thread 59 26 on row 80822
thread 60 26 on row 80869
thread 61 26 on row 80916
thread 62 26 on row 80963
thread 63 26 on row 81010
thread 0 97 on row 291120
thread 1 97 on row 291167
thread 2 97 on row 291214
thread 3 97 on row 291261
thread 4 97 on row 291308
thread 5 97 on row 291355
thread 6 97 on row 291402
thread 7 97 on row 291449
thread 8 97 on row 291496
thread 9 97 on row 291543
thread 10 97 on row 291590
thread 11 97 on row 291637
thread 12 97 on row 291684
thread 13 97 on row 291731
thread 14 97 on row 291778
thread 15 97 on row 291825
thread 16 97 on row 291872
thread 17 97 on row 291919
thread 18 97 on row 291966
thread 19 97 on row 292013
thread 20 97 on row 292060
thread 21 97 on row 292107
thread 22 97 on row 292154
thread 23 97 on row 292201
thread 24 97 on row 292248
thread 25 97 on row 292295
thread 26 97 on row 292342
thread 27 97 on row 292389
thread 28 97 on row 292436
thread 29 97 on row 292483
thread 30 97 on row 292530
thread 31 97 on row 292577
thread 32 14 on row 43540
thread 33 14 on row 43587
thread 34 14 on row 43634
thread 35 14 on row 43681
thread 36 14 on row 43728
thread 37 14 on row 43775
thread 38 14 on row 43822
thread 39 14 on row 43869
thread 40 14 on row 43916
thread 41 14 on row 43963
thread 42 14 on row 44010
thread 43 14 on row 44057
thread 44 14 on row 44104
thread 45 14 on row 44151
thread 46 14 on row 44198
thread 47 14 on row 44245
thread 48 14 on row 44292
thread 49 14 on row 44339
thread 50 14 on row 44386
thread 51 14 on row 44433
thread 52 14 on row 44480
thread 53 14 on row 44527
thread 54 14 on row 44574
thread 55 14 on row 44621
thread 56 14 on row 44668
thread 57 14 on row 44715
thread 58 14 on row 44762
thread 59 14 on row 44809
thread 60 14 on row 44856
thread 61 14 on row 44903
thread 62 14 on row 44950
thread 63 14 on row 44997
thread 0 14 on row 42036
thread 1 14 on row 42083
thread 2 14 on row 42130
thread 3 14 on row 42177
thread 4 14 on row 42224
thread 5 14 on row 42271
thread 6 14 on row 42318
thread 7 14 on row 42365
thread 8 14 on row 42412
thread 9 14 on row 42459
thread 10 14 on row 42506
thread 11 14 on row 42553
thread 12 14 on row 42600
thread 13 14 on row 42647
thread 14 14 on row 42694
thread 15 14 on row 42741
thread 16 14 on row 42788
thread 17 14 on row 42835
thread 18 14 on row 42882
thread 19 14 on row 42929
thread 20 14 on row 42976
thread 21 14 on row 43023
thread 22 14 on row 43070
thread 23 14 on row 43117
thread 24 14 on row 43164
thread 25 14 on row 43211
thread 26 14 on row 43258
thread 27 14 on row 43305
thread 28 14 on row 43352
thread 29 14 on row 43399
thread 30 14 on row 43446
thread 31 14 on row 43493
thread 32 44 on row 133583
thread 33 44 on row 133630
thread 34 44 on row 133677
thread 35 44 on row 133724
thread 36 44 on row 133771
thread 37 44 on row 133818
thread 38 44 on row 133865
thread 39 44 on row 133912
thread 40 44 on row 133959
thread 41 44 on row 134006
thread 42 44 on row 134053
thread 43 44 on row 134100
thread 44 44 on row 134147
thread 45 44 on row 134194
thread 46 44 on row 134241
thread 47 44 on row 134288
thread 48 44 on row 134335
thread 49 44 on row 134382
thread 50 44 on row 134429
thread 51 44 on row 134476
thread 52 44 on row 134523
thread 53 44 on row 134570
thread 54 44 on row 134617
thread 55 44 on row 134664
thread 56 44 on row 134711
thread 57 44 on row 134758
thread 58 44 on row 134805
thread 59 44 on row 134852
thread 60 44 on row 134899
thread 61 44 on row 134946
thread 62 44 on row 134993
thread 63 44 on row 135040
thread 32 23 on row 70554
thread 33 23 on row 70601
thread 34 23 on row 70648
thread 35 23 on row 70695
thread 36 23 on row 70742
thread 37 23 on row 70789
thread 38 23 on row 70836
thread 39 23 on row 70883
thread 40 23 on row 70930
thread 41 23 on row 70977
thread 42 23 on row 71024
thread 43 23 on row 71071
thread 44 23 on row 71118
thread 45 23 on row 71165
thread 46 23 on row 71212
thread 47 23 on row 71259
thread 48 23 on row 71306
thread 49 23 on row 71353
thread 50 23 on row 71400
thread 51 23 on row 71447
thread 52 23 on row 71494
thread 53 23 on row 71541
thread 54 23 on row 71588
thread 55 23 on row 71635
thread 56 23 on row 71682
thread 57 23 on row 71729
thread 58 23 on row 71776
thread 59 23 on row 71823
thread 60 23 on row 71870
thread 61 23 on row 71917
thread 62 23 on row 71964
thread 63 23 on row 72011
thread 32 0 on row 1517
thread 33 0 on row 1564
thread 34 0 on row 1611
thread 35 0 on row 1658
thread 36 0 on row 1705
thread 37 0 on row 1752
thread 38 0 on row 1799
thread 39 0 on row 1846
thread 40 0 on row 1893
thread 41 0 on row 1940
thread 42 0 on row 1987
thread 43 0 on row 2034
thread 44 0 on row 2081
thread 45 0 on row 2128
thread 46 0 on row 2175
thread 47 0 on row 2222
thread 48 0 on row 2269
thread 49 0 on row 2316
thread 50 0 on row 2363
thread 51 0 on row 2410
thread 52 0 on row 2457
thread 53 0 on row 2504
thread 54 0 on row 2551
thread 55 0 on row 2598
thread 56 0 on row 2645
thread 57 0 on row 2692
thread 58 0 on row 2739
thread 59 0 on row 2786
thread 60 0 on row 2833
thread 61 0 on row 2880
thread 62 0 on row 2927
thread 63 0 on row 2974
thread 0 44 on row 132080
thread 1 44 on row 132127
thread 2 44 on row 132174
thread 3 44 on row 132221
thread 4 44 on row 132268
thread 5 44 on row 132315
thread 6 44 on row 132362
thread 7 44 on row 132409
thread 8 44 on row 132456
thread 9 44 on row 132503
thread 10 44 on row 132550
thread 11 44 on row 132597
thread 12 44 on row 132644
thread 13 44 on row 132691
thread 14 44 on row 132738
thread 15 44 on row 132785
thread 16 44 on row 132832
thread 17 44 on row 132879
thread 18 44 on row 132926
thread 19 44 on row 132973
thread 20 44 on row 133020
thread 21 44 on row 133067
thread 22 44 on row 133114
thread 23 44 on row 133161
thread 24 44 on row 133208
thread 25 44 on row 133255
thread 26 44 on row 133302
thread 27 44 on row 133349
thread 28 44 on row 133396
thread 29 44 on row 133443
thread 30 44 on row 133490
thread 31 44 on row 133537
thread 32 8 on row 25532
thread 33 8 on row 25579
thread 34 8 on row 25626
thread 35 8 on row 25673
thread 36 8 on row 25720
thread 37 8 on row 25767
thread 38 8 on row 25814
thread 39 8 on row 25861
thread 40 8 on row 25908
thread 41 8 on row 25955
thread 42 8 on row 26002
thread 43 8 on row 26049
thread 44 8 on row 26096
thread 45 8 on row 26143
thread 46 8 on row 26190
thread 47 8 on row 26237
thread 48 8 on row 26284
thread 49 8 on row 26331
thread 50 8 on row 26378
thread 51 8 on row 26425
thread 52 8 on row 26472
thread 53 8 on row 26519
thread 54 8 on row 26566
thread 55 8 on row 26613
thread 56 8 on row 26660
thread 57 8 on row 26707
thread 58 8 on row 26754
thread 59 8 on row 26801
thread 60 8 on row 26848
thread 61 8 on row 26895
thread 62 8 on row 26942
thread 63 8 on row 26989
thread 0 103 on row 309125
thread 1 103 on row 309172
thread 2 103 on row 309219
thread 3 103 on row 309266
thread 4 103 on row 309313
thread 5 103 on row 309360
thread 6 103 on row 309407
thread 7 103 on row 309454
thread 8 103 on row 309501
thread 9 103 on row 309548
thread 10 103 on row 309595
thread 11 103 on row 309642
thread 12 103 on row 309689
thread 13 103 on row 309736
thread 14 103 on row 309783
thread 15 103 on row 309830
thread 16 103 on row 309877
thread 17 103 on row 309924
thread 18 103 on row 309971
thread 19 103 on row 310018
thread 20 103 on row 310065
thread 21 103 on row 310112
thread 22 103 on row 310159
thread 23 103 on row 310206
thread 24 103 on row 310253
thread 25 103 on row 310300
thread 26 103 on row 310347
thread 27 103 on row 310394
thread 28 103 on row 310441
thread 29 103 on row 310488
thread 30 103 on row 310535
thread 31 103 on row 310582
thread 32 35 on row 106565
thread 33 35 on row 106612
thread 34 35 on row 106659
thread 35 35 on row 106706
thread 36 35 on row 106753
thread 37 35 on row 106800
thread 38 35 on row 106847
thread 39 35 on row 106894
thread 40 35 on row 106941
thread 41 35 on row 106988
thread 42 35 on row 107035
thread 43 35 on row 107082
thread 44 35 on row 107129
thread 45 35 on row 107176
thread 46 35 on row 107223
thread 47 35 on row 107270
thread 48 35 on row 107317
thread 49 35 on row 107364
thread 50 35 on row 107411
thread 51 35 on row 107458
thread 52 35 on row 107505
thread 53 35 on row 107552
thread 54 35 on row 107599
thread 55 35 on row 107646
thread 56 35 on row 107693
thread 57 35 on row 107740
thread 58 35 on row 107787
thread 59 35 on row 107834
thread 60 35 on row 107881
thread 61 35 on row 107928
thread 62 35 on row 107975
thread 63 35 on row 108022
thread 0 82 on row 246111
thread 1 82 on row 246158
thread 2 82 on row 246205
thread 3 82 on row 246252
thread 4 82 on row 246299
thread 5 82 on row 246346
thread 6 82 on row 246393
thread 7 82 on row 246440
thread 8 82 on row 246487
thread 9 82 on row 246534
thread 10 82 on row 246581
thread 11 82 on row 246628
thread 12 82 on row 246675
thread 13 82 on row 246722
thread 14 82 on row 246769
thread 15 82 on row 246816
thread 16 82 on row 246863
thread 17 82 on row 246910
thread 18 82 on row 246957
thread 19 82 on row 247004
thread 20 82 on row 247051
thread 21 82 on row 247098
thread 22 82 on row 247145
thread 23 82 on row 247192
thread 24 82 on row 247239
thread 25 82 on row 247286
thread 26 82 on row 247333
thread 27 82 on row 247380
thread 28 82 on row 247427
thread 29 82 on row 247474
thread 30 82 on row 247521
thread 31 82 on row 247568
thread 0 56 on row 168093
thread 1 56 on row 168140
thread 2 56 on row 168187
thread 3 56 on row 168234
thread 4 56 on row 168281
thread 5 56 on row 168328
thread 6 56 on row 168375
thread 7 56 on row 168422
thread 8 56 on row 168469
thread 9 56 on row 168516
thread 10 56 on row 168563
thread 11 56 on row 168610
thread 12 56 on row 168657
thread 13 56 on row 168704
thread 14 56 on row 168751
thread 15 56 on row 168798
thread 16 56 on row 168845
thread 17 56 on row 168892
thread 18 56 on row 168939
thread 19 56 on row 168986
thread 20 56 on row 169033
thread 21 56 on row 169080
thread 22 56 on row 169127
thread 23 56 on row 169174
thread 24 56 on row 169221
thread 25 56 on row 169268
thread 26 56 on row 169315
thread 27 56 on row 169362
thread 28 56 on row 169409
thread 29 56 on row 169456
thread 30 56 on row 169503
thread 31 56 on row 169550
thread 0 11 on row 33038
thread 1 11 on row 33085
thread 2 11 on row 33132
thread 3 11 on row 33179
thread 4 11 on row 33226
thread 5 11 on row 33273
thread 6 11 on row 33320
thread 7 11 on row 33367
thread 8 11 on row 33414
thread 9 11 on row 33461
thread 10 11 on row 33508
thread 11 11 on row 33555
thread 12 11 on row 33602
thread 13 11 on row 33649
thread 14 11 on row 33696
thread 15 11 on row 33743
thread 16 11 on row 33790
thread 17 11 on row 33837
thread 18 11 on row 33884
thread 19 11 on row 33931
thread 20 11 on row 33978
thread 21 11 on row 34025
thread 22 11 on row 34072
thread 23 11 on row 34119
thread 24 11 on row 34166
thread 25 11 on row 34213
thread 26 11 on row 34260
thread 27 11 on row 34307
thread 28 11 on row 34354
thread 29 11 on row 34401
thread 30 11 on row 34448
thread 31 11 on row 34495
thread 0 94 on row 282121
thread 1 94 on row 282168
thread 2 94 on row 282215
thread 3 94 on row 282262
thread 4 94 on row 282309
thread 5 94 on row 282356
thread 6 94 on row 282403
thread 7 94 on row 282450
thread 8 94 on row 282497
thread 9 94 on row 282544
thread 10 94 on row 282591
thread 11 94 on row 282638
thread 12 94 on row 282685
thread 13 94 on row 282732
thread 14 94 on row 282779
thread 15 94 on row 282826
thread 16 94 on row 282873
thread 17 94 on row 282920
thread 18 94 on row 282967
thread 19 94 on row 283014
thread 20 94 on row 283061
thread 21 94 on row 283108
thread 22 94 on row 283155
thread 23 94 on row 283202
thread 24 94 on row 283249
thread 25 94 on row 283296
thread 26 94 on row 283343
thread 27 94 on row 283390
thread 28 94 on row 283437
thread 29 94 on row 283484
thread 30 94 on row 283531
thread 31 94 on row 283578
thread 32 94 on row 283626
thread 33 94 on row 283673
thread 34 94 on row 283720
thread 35 94 on row 283767
thread 36 94 on row 283814
thread 37 94 on row 283861
thread 38 94 on row 283908
thread 39 94 on row 283955
thread 40 94 on row 284002
thread 41 94 on row 284049
thread 42 94 on row 284096
thread 43 94 on row 284143
thread 44 94 on row 284190
thread 45 94 on row 284237
thread 46 94 on row 284284
thread 47 94 on row 284331
thread 48 94 on row 284378
thread 49 94 on row 284425
thread 50 94 on row 284472
thread 51 94 on row 284519
thread 52 94 on row 284566
thread 53 94 on row 284613
thread 54 94 on row 284660
thread 55 94 on row 284707
thread 56 94 on row 284754
thread 57 94 on row 284801
thread 58 94 on row 284848
thread 59 94 on row 284895
thread 60 94 on row 284942
thread 61 94 on row 284989
thread 62 94 on row 285036
thread 63 94 on row 285083
thread 32 11 on row 34540
thread 33 11 on row 34587
thread 34 11 on row 34634
thread 35 11 on row 34681
thread 36 11 on row 34728
thread 37 11 on row 34775
thread 38 11 on row 34822
thread 39 11 on row 34869
thread 40 11 on row 34916
thread 41 11 on row 34963
thread 42 11 on row 35010
thread 43 11 on row 35057
thread 44 11 on row 35104
thread 45 11 on row 35151
thread 46 11 on row 35198
thread 47 11 on row 35245
thread 48 11 on row 35292
thread 49 11 on row 35339
thread 50 11 on row 35386
thread 51 11 on row 35433
thread 52 11 on row 35480
thread 53 11 on row 35527
thread 54 11 on row 35574
thread 55 11 on row 35621
thread 56 11 on row 35668
thread 57 11 on row 35715
thread 58 11 on row 35762
thread 59 11 on row 35809
thread 60 11 on row 35856
thread 61 11 on row 35903
thread 62 11 on row 35950
thread 63 11 on row 35997
thread 32 20 on row 61546
thread 33 20 on row 61593
thread 34 20 on row 61640
thread 35 20 on row 61687
thread 36 20 on row 61734
thread 37 20 on row 61781
thread 38 20 on row 61828
thread 39 20 on row 61875
thread 40 20 on row 61922
thread 41 20 on row 61969
thread 42 20 on row 62016
thread 43 20 on row 62063
thread 44 20 on row 62110
thread 45 20 on row 62157
thread 46 20 on row 62204
thread 47 20 on row 62251
thread 48 20 on row 62298
thread 49 20 on row 62345
thread 50 20 on row 62392
thread 51 20 on row 62439
thread 52 20 on row 62486
thread 53 20 on row 62533
thread 54 20 on row 62580
thread 55 20 on row 62627
thread 56 20 on row 62674
thread 57 20 on row 62721
thread 58 20 on row 62768
thread 59 20 on row 62815
thread 60 20 on row 62862
thread 61 20 on row 62909
thread 62 20 on row 62956
thread 63 20 on row 63003
thread 0 8 on row 24031
thread 1 8 on row 24078
thread 2 8 on row 24125
thread 3 8 on row 24172
thread 4 8 on row 24219
thread 5 8 on row 24266
thread 6 8 on row 24313
thread 7 8 on row 24360
thread 8 8 on row 24407
thread 9 8 on row 24454
thread 10 8 on row 24501
thread 11 8 on row 24548
thread 12 8 on row 24595
thread 13 8 on row 24642
thread 14 8 on row 24689
thread 15 8 on row 24736
thread 16 8 on row 24783
thread 17 8 on row 24830
thread 18 8 on row 24877
thread 19 8 on row 24924
thread 20 8 on row 24971
thread 21 8 on row 25018
thread 22 8 on row 25065
thread 23 8 on row 25112
thread 24 8 on row 25159
thread 25 8 on row 25206
thread 26 8 on row 25253
thread 27 8 on row 25300
thread 28 8 on row 25347
thread 29 8 on row 25394
thread 30 8 on row 25441
thread 31 8 on row 25488
thread 32 32 on row 97559
thread 33 32 on row 97606
thread 34 32 on row 97653
thread 35 32 on row 97700
thread 36 32 on row 97747
thread 37 32 on row 97794
thread 38 32 on row 97841
thread 39 32 on row 97888
thread 40 32 on row 97935
thread 41 32 on row 97982
thread 42 32 on row 98029
thread 43 32 on row 98076
thread 44 32 on row 98123
thread 45 32 on row 98170
thread 46 32 on row 98217
thread 47 32 on row 98264
thread 48 32 on row 98311
thread 49 32 on row 98358
thread 50 32 on row 98405
thread 51 32 on row 98452
thread 52 32 on row 98499
thread 53 32 on row 98546
thread 54 32 on row 98593
thread 55 32 on row 98640
thread 56 32 on row 98687
thread 57 32 on row 98734
thread 58 32 on row 98781
thread 59 32 on row 98828
thread 60 32 on row 98875
thread 61 32 on row 98922
thread 62 32 on row 98969
thread 63 32 on row 99016
thread 0 91 on row 273115
thread 1 91 on row 273162
thread 2 91 on row 273209
thread 3 91 on row 273256
thread 4 91 on row 273303
thread 5 91 on row 273350
thread 6 91 on row 273397
thread 7 91 on row 273444
thread 8 91 on row 273491
thread 9 91 on row 273538
thread 10 91 on row 273585
thread 11 91 on row 273632
thread 12 91 on row 273679
thread 13 91 on row 273726
thread 14 91 on row 273773
thread 15 91 on row 273820
thread 16 91 on row 273867
thread 17 91 on row 273914
thread 18 91 on row 273961
thread 19 91 on row 274008
thread 20 91 on row 274055
thread 21 91 on row 274102
thread 22 91 on row 274149
thread 23 91 on row 274196
thread 24 91 on row 274243
thread 25 91 on row 274290
thread 26 91 on row 274337
thread 27 91 on row 274384
thread 28 91 on row 274431
thread 29 91 on row 274478
thread 30 91 on row 274525
thread 31 91 on row 274572
thread 32 46 on row 139591
thread 33 46 on row 139638
thread 34 46 on row 139685
thread 35 46 on row 139732
thread 36 46 on row 139779
thread 37 46 on row 139826
thread 38 46 on row 139873
thread 39 46 on row 139920
thread 40 46 on row 139967
thread 41 46 on row 140014
thread 42 46 on row 140061
thread 43 46 on row 140108
thread 44 46 on row 140155
thread 45 46 on row 140202
thread 46 46 on row 140249
thread 47 46 on row 140296
thread 48 46 on row 140343
thread 49 46 on row 140390
thread 50 46 on row 140437
thread 51 46 on row 140484
thread 52 46 on row 140531
thread 53 46 on row 140578
thread 54 46 on row 140625
thread 55 46 on row 140672
thread 56 46 on row 140719
thread 57 46 on row 140766
thread 58 46 on row 140813
thread 59 46 on row 140860
thread 60 46 on row 140907
thread 61 46 on row 140954
thread 62 46 on row 141001
thread 0 58 on row 174096
thread 1 58 on row 174143
thread 2 58 on row 174190
thread 3 58 on row 174237
thread 4 58 on row 174284
thread 5 58 on row 174331
thread 6 58 on row 174378
thread 7 58 on row 174425
thread 8 58 on row 174472
thread 9 58 on row 174519
thread 10 58 on row 174566
thread 11 58 on row 174613
thread 12 58 on row 174660
thread 13 58 on row 174707
thread 14 58 on row 174754
thread 15 58 on row 174801
thread 16 58 on row 174848
thread 17 58 on row 174895
thread 18 58 on row 174942
thread 19 58 on row 174989
thread 20 58 on row 175036
thread 21 58 on row 175083
thread 22 58 on row 175130
thread 23 58 on row 175177
thread 24 58 on row 175224
thread 25 58 on row 175271
thread 26 58 on row 175318
thread 27 58 on row 175365
thread 28 58 on row 175412
thread 29 58 on row 175459
thread 30 58 on row 175506
thread 31 58 on row 175553
thread 32 63 on row 190607
thread 33 63 on row 190654
thread 34 63 on row 190701
thread 35 63 on row 190748
thread 36 63 on row 190795
thread 37 63 on row 190842
thread 38 63 on row 190889
thread 39 63 on row 190936
thread 40 63 on row 190983
thread 41 63 on row 191030
thread 42 63 on row 191077
thread 43 63 on row 191124
thread 44 63 on row 191171
thread 45 63 on row 191218
