Launching algorithm with 108 blocks and 64 threads
markerMatrix read successfully :)
Converting into CSR ... 
generating input and output vectors for the moltiplication... 
copying data in the CUDA memory... 
thread 18 41 on row 123903
thread 19 41 on row 123950
thread 20 41 on row 123997
thread 21 41 on row 124044
thread 22 41 on row 124091
thread 23 41 on row 124138
thread 24 41 on row 124185
thread 25 41 on row 124232
thread 26 41 on row 124279
thread 27 41 on row 124326
thread 28 41 on row 124373
thread 29 41 on row 124420
thread 30 41 on row 124467
thread 31 41 on row 124514
thread 32 58 on row 175574
thread 33 58 on row 175621
thread 34 58 on row 175668
thread 35 58 on row 175715
thread 36 58 on row 175762
thread 37 58 on row 175809
thread 38 58 on row 175856
thread 39 58 on row 175903
thread 40 58 on row 175950
thread 41 58 on row 175997
thread 42 58 on row 176044
thread 43 58 on row 176091
thread 44 58 on row 176138
thread 45 58 on row 176185
thread 46 58 on row 176232
thread 47 58 on row 176279
thread 48 58 on row 176326
thread 49 58 on row 176373
thread 50 58 on row 176420
thread 51 58 on row 176467
thread 52 58 on row 176514
thread 53 58 on row 176561
thread 54 58 on row 176608
thread 55 58 on row 176655
thread 56 58 on row 176702
thread 57 58 on row 176749
thread 58 58 on row 176796
thread 59 58 on row 176843
thread 60 58 on row 176890
thread 61 58 on row 176937
thread 62 58 on row 176984
thread 63 58 on row 177031
thread 0 45 on row 135060
thread 1 45 on row 135107
thread 2 45 on row 135154
thread 3 45 on row 135201
thread 4 45 on row 135248
thread 5 45 on row 135295
thread 6 45 on row 135342
thread 7 45 on row 135389
thread 8 45 on row 135436
thread 9 45 on row 135483
thread 10 45 on row 135530
thread 11 45 on row 135577
thread 12 45 on row 135624
thread 13 45 on row 135671
thread 14 45 on row 135718
thread 15 45 on row 135765
thread 16 45 on row 135812
thread 17 45 on row 135859
thread 18 45 on row 135906
thread 19 45 on row 135953
thread 20 45 on row 136000
thread 21 45 on row 136047
thread 22 45 on row 136094
thread 23 45 on row 136141
thread 24 45 on row 136188
thread 25 45 on row 136235
thread 26 45 on row 136282
thread 27 45 on row 136329
thread 28 45 on row 136376
thread 29 45 on row 136423
thread 30 45 on row 136470
thread 31 45 on row 136517
thread 0 42 on row 126057
thread 1 42 on row 126104
thread 2 42 on row 126151
thread 3 42 on row 126198
thread 4 42 on row 126245
thread 5 42 on row 126292
thread 6 42 on row 126339
thread 7 42 on row 126386
thread 8 42 on row 126433
thread 9 42 on row 126480
thread 10 42 on row 126527
thread 11 42 on row 126574
thread 12 42 on row 126621
thread 13 42 on row 126668
thread 14 42 on row 126715
thread 15 42 on row 126762
thread 16 42 on row 126809
thread 17 42 on row 126856
thread 18 42 on row 126903
thread 19 42 on row 126950
thread 20 42 on row 126997
thread 21 42 on row 127044
thread 22 42 on row 127091
thread 23 42 on row 127138
thread 24 42 on row 127185
thread 25 42 on row 127232
thread 26 42 on row 127279
thread 27 42 on row 127326
thread 28 42 on row 127373
thread 29 42 on row 127420
thread 30 42 on row 127467
thread 31 42 on row 127514
thread 32 54 on row 163573
thread 33 54 on row 163620
thread 34 54 on row 163667
thread 35 54 on row 163714
thread 36 54 on row 163761
thread 37 54 on row 163808
thread 38 54 on row 163855
thread 39 54 on row 163902
thread 40 54 on row 163949
thread 41 54 on row 163996
thread 42 54 on row 164043
thread 43 54 on row 164090
thread 44 54 on row 164137
thread 45 54 on row 164184
thread 46 54 on row 164231
thread 47 54 on row 164278
thread 48 54 on row 164325
thread 49 54 on row 164372
thread 50 54 on row 164419
thread 51 54 on row 164466
thread 52 54 on row 164513
thread 53 54 on row 164560
thread 54 54 on row 164607
thread 55 54 on row 164654
thread 56 54 on row 164701
thread 57 54 on row 164748
thread 58 54 on row 164795
thread 59 54 on row 164842
thread 60 54 on row 164889
thread 61 54 on row 164936
thread 62 54 on row 164983
thread 63 54 on row 165030
thread 32 52 on row 157572
thread 33 52 on row 157619
thread 34 52 on row 157666
thread 35 52 on row 157713
thread 36 52 on row 157760
thread 37 52 on row 157807
thread 38 52 on row 157854
thread 39 52 on row 157901
thread 40 52 on row 157948
thread 41 52 on row 157995
thread 42 52 on row 158042
thread 43 52 on row 158089
thread 44 52 on row 158136
thread 45 52 on row 158183
thread 46 52 on row 158230
thread 47 52 on row 158277
thread 48 52 on row 158324
thread 49 52 on row 158371
thread 50 52 on row 158418
thread 51 52 on row 158465
thread 52 52 on row 158512
thread 53 52 on row 158559
thread 54 52 on row 158606
thread 55 52 on row 158653
thread 56 52 on row 158700
thread 57 52 on row 158747
thread 58 52 on row 158794
thread 59 52 on row 158841
thread 60 52 on row 158888
thread 61 52 on row 158935
thread 62 52 on row 158982
thread 63 52 on row 159029
thread 32 57 on row 172579
thread 33 57 on row 172626
thread 34 57 on row 172673
thread 35 57 on row 172720
thread 36 57 on row 172767
thread 37 57 on row 172814
thread 38 57 on row 172861
thread 39 57 on row 172908
thread 40 57 on row 172955
thread 41 57 on row 173002
thread 42 57 on row 173049
thread 43 57 on row 173096
thread 44 57 on row 173143
thread 45 57 on row 173190
thread 46 57 on row 173237
thread 47 57 on row 173284
thread 48 57 on row 173331
thread 49 57 on row 173378
thread 50 57 on row 173425
thread 51 57 on row 173472
thread 52 57 on row 173519
thread 53 57 on row 173566
thread 54 57 on row 173613
thread 55 57 on row 173660
thread 56 57 on row 173707
thread 57 57 on row 173754
thread 58 57 on row 173801
thread 59 57 on row 173848
thread 60 57 on row 173895
thread 61 57 on row 173942
thread 62 57 on row 173989
thread 63 57 on row 174036
thread 0 77 on row 231087
thread 1 77 on row 231134
thread 2 77 on row 231181
thread 3 77 on row 231228
thread 4 77 on row 231275
thread 5 77 on row 231322
thread 6 77 on row 231369
thread 7 77 on row 231416
thread 8 77 on row 231463
thread 9 77 on row 231510
thread 10 77 on row 231557
thread 11 77 on row 231604
thread 12 77 on row 231651
thread 13 77 on row 231698
thread 14 77 on row 231745
thread 15 77 on row 231792
thread 16 77 on row 231839
thread 17 77 on row 231886
thread 18 77 on row 231933
thread 19 77 on row 231980
thread 20 77 on row 232027
thread 21 77 on row 232074
thread 22 77 on row 232121
thread 23 77 on row 232168
thread 24 77 on row 232215
thread 25 77 on row 232262
thread 26 77 on row 232309
thread 27 77 on row 232356
thread 28 77 on row 232403
thread 29 77 on row 232450
thread 30 77 on row 232497
thread 31 77 on row 232544
thread 0 46 on row 138061
thread 1 46 on row 138108
thread 2 46 on row 138155
thread 3 46 on row 138202
thread 4 46 on row 138249
thread 5 46 on row 138296
thread 6 46 on row 138343
thread 7 46 on row 138390
thread 8 46 on row 138437
thread 9 46 on row 138484
thread 10 46 on row 138531
thread 11 46 on row 138578
thread 12 46 on row 138625
thread 13 46 on row 138672
thread 14 46 on row 138719
thread 15 46 on row 138766
thread 16 46 on row 138813
thread 17 46 on row 138860
thread 18 46 on row 138907
thread 19 46 on row 138954
thread 20 46 on row 139001
thread 21 46 on row 139048
thread 22 46 on row 139095
thread 23 46 on row 139142
thread 24 46 on row 139189
thread 25 46 on row 139236
thread 26 46 on row 139283
thread 27 46 on row 139330
thread 28 46 on row 139377
thread 29 46 on row 139424
thread 30 46 on row 139471
thread 31 46 on row 139518
thread 0 106 on row 318117
thread 1 106 on row 318164
thread 2 106 on row 318211
thread 3 106 on row 318258
thread 4 106 on row 318305
thread 5 106 on row 318352
thread 6 106 on row 318399
thread 7 106 on row 318446
thread 8 106 on row 318493
thread 9 106 on row 318540
thread 10 106 on row 318587
thread 11 106 on row 318634
thread 12 106 on row 318681
thread 13 106 on row 318728
thread 14 106 on row 318775
thread 15 106 on row 318822
thread 16 106 on row 318869
thread 17 106 on row 318916
thread 18 106 on row 318963
thread 19 106 on row 319010
thread 20 106 on row 319057
thread 21 106 on row 319104
thread 22 106 on row 319151
thread 23 106 on row 319198
thread 24 106 on row 319245
thread 25 106 on row 319292
thread 26 106 on row 319339
thread 27 106 on row 319386
thread 28 106 on row 319433
thread 29 106 on row 319480
thread 30 106 on row 319527
thread 31 106 on row 319574
thread 0 53 on row 159069
thread 1 53 on row 159116
thread 2 53 on row 159163
thread 3 53 on row 159210
thread 4 53 on row 159257
thread 5 53 on row 159304
thread 6 53 on row 159351
thread 7 53 on row 159398
thread 8 53 on row 159445
thread 9 53 on row 159492
thread 10 53 on row 159539
thread 11 53 on row 159586
thread 12 53 on row 159633
thread 13 53 on row 159680
thread 14 53 on row 159727
thread 15 53 on row 159774
thread 16 53 on row 159821
thread 17 53 on row 159868
thread 18 53 on row 159915
thread 19 53 on row 159962
thread 20 53 on row 160009
thread 21 53 on row 160056
thread 22 53 on row 160103
thread 23 53 on row 160150
thread 24 53 on row 160197
thread 25 53 on row 160244
thread 26 53 on row 160291
thread 27 53 on row 160338
thread 28 53 on row 160385
thread 29 53 on row 160432
thread 30 53 on row 160479
thread 31 53 on row 160526
thread 0 27 on row 81037
thread 1 27 on row 81084
thread 2 27 on row 81131
thread 3 27 on row 81178
thread 4 27 on row 81225
thread 5 27 on row 81272
thread 6 27 on row 81319
thread 7 27 on row 81366
thread 8 27 on row 81413
thread 9 27 on row 81460
thread 10 27 on row 81507
thread 11 27 on row 81554
thread 12 27 on row 81601
thread 13 27 on row 81648
thread 14 27 on row 81695
thread 15 27 on row 81742
thread 16 27 on row 81789
thread 17 27 on row 81836
thread 18 27 on row 81883
thread 19 27 on row 81930
thread 20 27 on row 81977
thread 21 27 on row 82024
thread 22 27 on row 82071
thread 23 27 on row 82118
thread 24 27 on row 82165
thread 25 27 on row 82212
thread 26 27 on row 82259
thread 27 27 on row 82306
thread 28 27 on row 82353
thread 29 27 on row 82400
thread 30 27 on row 82447
thread 31 27 on row 82494
thread 32 92 on row 277608
thread 33 92 on row 277655
thread 34 92 on row 277702
thread 35 92 on row 277749
thread 36 92 on row 277796
thread 37 92 on row 277843
thread 38 92 on row 277890
thread 39 92 on row 277937
thread 40 92 on row 277984
thread 41 92 on row 278031
thread 42 92 on row 278078
thread 43 92 on row 278125
thread 44 92 on row 278172
thread 45 92 on row 278219
thread 46 92 on row 278266
thread 47 92 on row 278313
thread 48 92 on row 278360
thread 49 92 on row 278407
thread 50 92 on row 278454
thread 51 92 on row 278501
thread 52 92 on row 278548
thread 53 92 on row 278595
thread 54 92 on row 278642
thread 55 92 on row 278689
thread 56 92 on row 278736
thread 57 92 on row 278783
thread 58 92 on row 278830
thread 59 92 on row 278877
thread 60 92 on row 278924
thread 61 92 on row 278971
thread 62 92 on row 279018
thread 63 92 on row 279065
thread 32 105 on row 316618
thread 33 105 on row 316665
thread 34 105 on row 316712
thread 35 105 on row 316759
thread 36 105 on row 316806
thread 37 105 on row 316853
thread 38 105 on row 316900
thread 39 105 on row 316947
thread 40 105 on row 316994
thread 41 105 on row 317041
thread 42 105 on row 317088
thread 43 105 on row 317135
thread 44 105 on row 317182
thread 45 105 on row 317229
thread 46 105 on row 317276
thread 47 105 on row 317323
thread 48 105 on row 317370
thread 49 105 on row 317417
thread 50 105 on row 317464
thread 51 105 on row 317511
thread 52 105 on row 317558
thread 53 105 on row 317605
thread 54 105 on row 317652
thread 55 105 on row 317699
thread 56 105 on row 317746
thread 57 105 on row 317793
thread 58 105 on row 317840
thread 59 105 on row 317887
thread 60 105 on row 317934
thread 61 105 on row 317981
thread 62 105 on row 318028
thread 63 105 on row 318075
thread 0 55 on row 165070
thread 1 55 on row 165117
thread 2 55 on row 165164
thread 3 55 on row 165211
thread 4 55 on row 165258
thread 5 55 on row 165305
thread 6 55 on row 165352
thread 7 55 on row 165399
thread 8 55 on row 165446
thread 9 55 on row 165493
thread 10 55 on row 165540
thread 11 55 on row 165587
thread 12 55 on row 165634
thread 13 55 on row 165681
thread 14 55 on row 165728
thread 15 55 on row 165775
thread 16 55 on row 165822
thread 17 55 on row 165869
thread 18 55 on row 165916
thread 19 55 on row 165963
thread 20 55 on row 166010
thread 21 55 on row 166057
thread 22 55 on row 166104
thread 23 55 on row 166151
thread 24 55 on row 166198
thread 25 55 on row 166245
thread 26 55 on row 166292
thread 27 55 on row 166339
thread 28 55 on row 166386
thread 29 55 on row 166433
thread 30 55 on row 166480
thread 31 55 on row 166527
thread 32 89 on row 268604
thread 33 89 on row 268651
thread 34 89 on row 268698
thread 35 89 on row 268745
thread 36 89 on row 268792
thread 37 89 on row 268839
thread 38 89 on row 268886
thread 39 89 on row 268933
thread 40 89 on row 268980
thread 42 89 on row 269074
thread 44 89 on row 269168
thread 45 89 on row 269215
thread 46 89 on row 269262
thread 47 89 on row 269309
thread 48 89 on row 269356
thread 49 89 on row 269403
thread 50 89 on row 269450
thread 51 89 on row 269497
thread 52 89 on row 269544
thread 53 89 on row 269591
thread 54 89 on row 269638
thread 55 89 on row 269685
thread 56 89 on row 269732
thread 57 89 on row 269779
thread 58 89 on row 269826
thread 59 89 on row 269873
thread 60 89 on row 269920
thread 61 89 on row 269967
thread 62 89 on row 270014
thread 63 89 on row 270061
thread 32 38 on row 115557
thread 33 38 on row 115604
thread 34 38 on row 115651
thread 35 38 on row 115698
thread 36 38 on row 115745
thread 37 38 on row 115792
thread 38 38 on row 115839
thread 39 38 on row 115886
thread 40 38 on row 115933
thread 41 38 on row 115980
thread 42 38 on row 116027
thread 43 38 on row 116074
thread 44 38 on row 116121
thread 45 38 on row 116168
thread 46 38 on row 116215
thread 47 38 on row 116262
thread 48 38 on row 116309
thread 49 38 on row 116356
thread 50 38 on row 116403
thread 51 38 on row 116450
thread 52 38 on row 116497
thread 53 38 on row 116544
thread 54 38 on row 116591
thread 55 38 on row 116638
thread 56 38 on row 116685
thread 57 38 on row 116732
thread 58 38 on row 116779
thread 59 38 on row 116826
thread 60 38 on row 116873
thread 61 38 on row 116920
thread 62 38 on row 116967
thread 63 38 on row 117014
thread 0 18 on row 54027
thread 1 18 on row 54074
thread 2 18 on row 54121
thread 3 18 on row 54168
thread 4 18 on row 54215
thread 5 18 on row 54262
thread 6 18 on row 54309
thread 7 18 on row 54356
thread 8 18 on row 54403
thread 9 18 on row 54450
thread 10 18 on row 54497
thread 11 18 on row 54544
thread 12 18 on row 54591
thread 13 18 on row 54638
thread 14 18 on row 54685
thread 15 18 on row 54732
thread 16 18 on row 54779
thread 17 18 on row 54826
thread 18 18 on row 54873
thread 19 18 on row 54920
thread 20 18 on row 54967
thread 21 18 on row 55014
thread 22 18 on row 55061
thread 23 18 on row 55108
thread 24 18 on row 55155
thread 25 18 on row 55202
thread 26 18 on row 55249
thread 27 18 on row 55296
thread 28 18 on row 55343
thread 29 18 on row 55390
thread 30 18 on row 55437
thread 31 18 on row 55484
thread 32 65 on row 196587
thread 33 65 on row 196634
thread 34 65 on row 196681
thread 35 65 on row 196728
thread 36 65 on row 196775
thread 37 65 on row 196822
thread 38 65 on row 196869
thread 39 65 on row 196916
thread 40 65 on row 196963
thread 41 65 on row 197010
thread 42 65 on row 197057
thread 43 65 on row 197104
thread 44 65 on row 197151
thread 45 65 on row 197198
thread 46 65 on row 197245
thread 47 65 on row 197292
thread 48 65 on row 197339
thread 49 65 on row 197386
thread 50 65 on row 197433
thread 51 65 on row 197480
thread 52 65 on row 197527
thread 53 65 on row 197574
thread 54 65 on row 197621
thread 55 65 on row 197668
thread 56 65 on row 197715
thread 57 65 on row 197762
thread 58 65 on row 197809
thread 59 65 on row 197856
thread 60 65 on row 197903
thread 61 65 on row 197950
thread 62 65 on row 197997
thread 63 65 on row 198044
thread 0 66 on row 198082
thread 1 66 on row 198129
thread 2 66 on row 198176
thread 3 66 on row 198223
thread 4 66 on row 198270
thread 5 66 on row 198317
thread 6 66 on row 198364
thread 7 66 on row 198411
thread 8 66 on row 198458
thread 9 66 on row 198505
thread 10 66 on row 198552
thread 11 66 on row 198599
thread 12 66 on row 198646
thread 13 66 on row 198693
thread 14 66 on row 198740
thread 15 66 on row 198787
thread 16 66 on row 198834
thread 17 66 on row 198881
thread 18 66 on row 198928
thread 19 66 on row 198975
thread 20 66 on row 199022
thread 21 66 on row 199069
thread 22 66 on row 199116
thread 23 66 on row 199163
thread 24 66 on row 199210
thread 25 66 on row 199257
thread 26 66 on row 199304
thread 27 66 on row 199351
thread 28 66 on row 199398
thread 29 66 on row 199445
thread 30 66 on row 199492
thread 31 66 on row 199539
thread 0 79 on row 237090
thread 1 79 on row 237137
thread 2 79 on row 237184
thread 3 79 on row 237231
thread 4 79 on row 237278
thread 5 79 on row 237325
thread 6 79 on row 237372
thread 7 79 on row 237419
thread 8 79 on row 237466
thread 9 79 on row 237513
thread 10 79 on row 237560
thread 11 79 on row 237607
thread 12 79 on row 237654
thread 13 79 on row 237701
thread 14 79 on row 237748
thread 15 79 on row 237795
thread 16 79 on row 237842
thread 17 79 on row 237889
thread 18 79 on row 237936
thread 19 79 on row 237983
thread 20 79 on row 238030
thread 21 79 on row 238077
thread 22 79 on row 238124
thread 23 79 on row 238171
thread 24 79 on row 238218
thread 25 79 on row 238265
thread 26 79 on row 238312
thread 27 79 on row 238359
thread 28 79 on row 238406
thread 29 79 on row 238453
thread 30 79 on row 238500
thread 31 79 on row 238547
thread 0 96 on row 288107
thread 1 96 on row 288154
thread 2 96 on row 288201
thread 3 96 on row 288248
thread 4 96 on row 288295
thread 5 96 on row 288342
thread 6 96 on row 288389
thread 7 96 on row 288436
thread 8 96 on row 288483
thread 9 96 on row 288530
thread 10 96 on row 288577
thread 11 96 on row 288624
thread 12 96 on row 288671
thread 13 96 on row 288718
thread 14 96 on row 288765
thread 15 96 on row 288812
thread 16 96 on row 288859
thread 17 96 on row 288906
thread 18 96 on row 288953
thread 19 96 on row 289000
thread 20 96 on row 289047
thread 21 96 on row 289094
thread 22 96 on row 289141
thread 23 96 on row 289188
thread 24 96 on row 289235
thread 25 96 on row 289282
thread 26 96 on row 289329
thread 27 96 on row 289376
thread 28 96 on row 289423
thread 29 96 on row 289470
thread 30 96 on row 289517
thread 31 96 on row 289564
thread 0 56 on row 168072
thread 1 56 on row 168119
thread 2 56 on row 168166
thread 3 56 on row 168213
thread 4 56 on row 168260
thread 5 56 on row 168307
thread 6 56 on row 168354
thread 7 56 on row 168401
thread 8 56 on row 168448
thread 9 56 on row 168495
thread 10 56 on row 168542
thread 11 56 on row 168589
thread 12 56 on row 168636
thread 13 56 on row 168683
thread 14 56 on row 168730
thread 15 56 on row 168777
thread 16 56 on row 168824
thread 17 56 on row 168871
thread 18 56 on row 168918
thread 19 56 on row 168965
thread 20 56 on row 169012
thread 21 56 on row 169059
thread 22 56 on row 169106
thread 23 56 on row 169153
thread 24 56 on row 169200
thread 25 56 on row 169247
thread 26 56 on row 169294
thread 27 56 on row 169341
thread 28 56 on row 169388
thread 29 56 on row 169435
thread 30 56 on row 169482
thread 31 56 on row 169529
thread 0 91 on row 273103
thread 1 91 on row 273150
thread 2 91 on row 273197
thread 3 91 on row 273244
thread 4 91 on row 273291
thread 5 91 on row 273338
thread 6 91 on row 273385
thread 7 91 on row 273432
thread 8 91 on row 273479
thread 9 91 on row 273526
thread 10 91 on row 273573
thread 11 91 on row 273620
thread 12 91 on row 273667
thread 13 91 on row 273714
thread 14 91 on row 273761
thread 15 91 on row 273808
thread 16 91 on row 273855
thread 17 91 on row 273902
thread 18 91 on row 273949
thread 19 91 on row 273996
thread 20 91 on row 274043
thread 21 91 on row 274090
thread 22 91 on row 274137
thread 23 91 on row 274184
thread 24 91 on row 274231
thread 25 91 on row 274278
thread 26 91 on row 274325
thread 27 91 on row 274372
thread 28 91 on row 274419
thread 29 91 on row 274466
thread 30 91 on row 274513
thread 31 91 on row 274560
thread 0 68 on row 204084
thread 1 68 on row 204131
thread 2 68 on row 204178
thread 3 68 on row 204225
thread 4 68 on row 204272
thread 5 68 on row 204319
thread 6 68 on row 204366
thread 7 68 on row 204413
thread 8 68 on row 204460
thread 9 68 on row 204507
thread 10 68 on row 204554
thread 11 68 on row 204601
thread 12 68 on row 204648
thread 13 68 on row 204695
thread 14 68 on row 204742
thread 15 68 on row 204789
thread 16 68 on row 204836
thread 17 68 on row 204883
thread 18 68 on row 204930
thread 19 68 on row 204977
thread 20 68 on row 205024
thread 21 68 on row 205071
thread 22 68 on row 205118
thread 23 68 on row 205165
thread 24 68 on row 205212
thread 25 68 on row 205259
thread 26 68 on row 205306
thread 27 68 on row 205353
thread 28 68 on row 205400
thread 29 68 on row 205447
thread 30 68 on row 205494
thread 31 68 on row 205541
thread 32 49 on row 148569
thread 33 49 on row 148616
thread 34 49 on row 148663
thread 35 49 on row 148710
thread 36 49 on row 148757
thread 37 49 on row 148804
thread 38 49 on row 148851
thread 39 49 on row 148898
thread 40 49 on row 148945
thread 41 49 on row 148992
thread 42 49 on row 149039
thread 43 49 on row 149086
thread 44 49 on row 149133
thread 45 49 on row 149180
thread 46 49 on row 149227
thread 47 49 on row 149274
thread 48 49 on row 149321
thread 49 49 on row 149368
thread 50 49 on row 149415
thread 51 49 on row 149462
thread 52 49 on row 149509
thread 53 49 on row 149556
thread 54 49 on row 149603
thread 55 49 on row 149650
thread 56 49 on row 149697
thread 57 49 on row 149744
thread 58 49 on row 149791
thread 59 49 on row 149838
thread 60 49 on row 149885
thread 61 49 on row 149932
thread 62 49 on row 149979
thread 63 49 on row 150026
thread 0 50 on row 150065
thread 1 50 on row 150112
thread 2 50 on row 150159
thread 3 50 on row 150206
thread 4 50 on row 150253
thread 5 50 on row 150300
thread 6 50 on row 150347
thread 7 50 on row 150394
thread 8 50 on row 150441
thread 9 50 on row 150488
thread 10 50 on row 150535
thread 11 50 on row 150582
thread 12 50 on row 150629
thread 13 50 on row 150676
thread 14 50 on row 150723
thread 15 50 on row 150770
thread 16 50 on row 150817
thread 17 50 on row 150864
thread 18 50 on row 150911
thread 19 50 on row 150958
thread 20 50 on row 151005
thread 21 50 on row 151052
thread 22 50 on row 151099
thread 23 50 on row 151146
thread 24 50 on row 151193
thread 25 50 on row 151240
thread 26 50 on row 151287
thread 27 50 on row 151334
thread 28 50 on row 151381
thread 29 50 on row 151428
thread 30 50 on row 151475
thread 31 50 on row 151522
thread 32 22 on row 67534
thread 33 22 on row 67581
thread 34 22 on row 67628
thread 35 22 on row 67675
thread 36 22 on row 67722
thread 37 22 on row 67769
thread 38 22 on row 67816
thread 39 22 on row 67863
thread 40 22 on row 67910
thread 41 22 on row 67957
thread 42 22 on row 68004
thread 43 22 on row 68051
thread 44 22 on row 68098
thread 45 22 on row 68145
thread 46 22 on row 68192
thread 47 22 on row 68239
thread 48 22 on row 68286
thread 49 22 on row 68333
thread 50 22 on row 68380
thread 51 22 on row 68427
thread 52 22 on row 68474
thread 53 22 on row 68521
thread 54 22 on row 68568
thread 55 22 on row 68615
thread 56 22 on row 68662
thread 57 22 on row 68709
thread 58 22 on row 68756
thread 59 22 on row 68803
thread 60 22 on row 68850
thread 61 22 on row 68897
thread 62 22 on row 68944
thread 63 22 on row 68991
thread 32 70 on row 211589
thread 33 70 on row 211636
thread 34 70 on row 211683
thread 35 70 on row 211730
thread 36 70 on row 211777
thread 37 70 on row 211824
thread 38 70 on row 211871
thread 39 70 on row 211918
thread 40 70 on row 211965
