Launching algorithm with 108 blocks and 64 threads
markerMatrix read successfully :)
Converting into CSR ... 
generating input and output vectors for the moltiplication... 
copying data in the CUDA memory... 
thread 59 37 on row 113828
thread 60 37 on row 113875
thread 61 37 on row 113922
thread 62 37 on row 113969
thread 63 37 on row 114016
thread 32 94 on row 283615
thread 33 94 on row 283662
thread 34 94 on row 283709
thread 35 94 on row 283756
thread 36 94 on row 283803
thread 37 94 on row 283850
thread 38 94 on row 283897
thread 39 94 on row 283944
thread 40 94 on row 283991
thread 41 94 on row 284038
thread 42 94 on row 284085
thread 43 94 on row 284132
thread 44 94 on row 284179
thread 45 94 on row 284226
thread 46 94 on row 284273
thread 47 94 on row 284320
thread 48 94 on row 284367
thread 49 94 on row 284414
thread 50 94 on row 284461
thread 51 94 on row 284508
thread 52 94 on row 284555
thread 53 94 on row 284602
thread 54 94 on row 284649
thread 55 94 on row 284696
thread 56 94 on row 284743
thread 57 94 on row 284790
thread 58 94 on row 284837
thread 59 94 on row 284884
thread 60 94 on row 284931
thread 61 94 on row 284978
thread 62 94 on row 285025
thread 63 94 on row 285072
thread 0 22 on row 66034
thread 1 22 on row 66081
thread 2 22 on row 66128
thread 3 22 on row 66175
thread 4 22 on row 66222
thread 5 22 on row 66269
thread 6 22 on row 66316
thread 7 22 on row 66363
thread 8 22 on row 66410
thread 9 22 on row 66457
thread 10 22 on row 66504
thread 11 22 on row 66551
thread 12 22 on row 66598
thread 13 22 on row 66645
thread 14 22 on row 66692
thread 15 22 on row 66739
thread 16 22 on row 66786
thread 17 22 on row 66833
thread 18 22 on row 66880
thread 19 22 on row 66927
thread 20 22 on row 66974
thread 21 22 on row 67021
thread 22 22 on row 67068
thread 23 22 on row 67115
thread 24 22 on row 67162
thread 25 22 on row 67209
thread 26 22 on row 67256
thread 27 22 on row 67303
thread 28 22 on row 67350
thread 29 22 on row 67397
thread 30 22 on row 67444
thread 31 22 on row 67491
thread 0 23 on row 69038
thread 1 23 on row 69085
thread 2 23 on row 69132
thread 3 23 on row 69179
thread 4 23 on row 69226
thread 5 23 on row 69273
thread 6 23 on row 69320
thread 7 23 on row 69367
thread 8 23 on row 69414
thread 9 23 on row 69461
thread 10 23 on row 69508
thread 11 23 on row 69555
thread 12 23 on row 69602
thread 13 23 on row 69649
thread 14 23 on row 69696
thread 15 23 on row 69743
thread 16 23 on row 69790
thread 17 23 on row 69837
thread 18 23 on row 69884
thread 19 23 on row 69931
thread 20 23 on row 69978
thread 21 23 on row 70025
thread 22 23 on row 70072
thread 23 23 on row 70119
thread 24 23 on row 70166
thread 25 23 on row 70213
thread 26 23 on row 70260
thread 27 23 on row 70307
thread 28 23 on row 70354
thread 29 23 on row 70401
thread 30 23 on row 70448
thread 31 23 on row 70495
thread 32 98 on row 295615
thread 33 98 on row 295662
thread 34 98 on row 295709
thread 35 98 on row 295756
thread 36 98 on row 295803
thread 37 98 on row 295850
thread 38 98 on row 295897
thread 39 98 on row 295944
thread 40 98 on row 295991
thread 41 98 on row 296038
thread 42 98 on row 296085
thread 43 98 on row 296132
thread 44 98 on row 296179
thread 45 98 on row 296226
thread 46 98 on row 296273
thread 47 98 on row 296320
thread 48 98 on row 296367
thread 49 98 on row 296414
thread 50 98 on row 296461
thread 51 98 on row 296508
thread 52 98 on row 296555
thread 53 98 on row 296602
thread 54 98 on row 296649
thread 55 98 on row 296696
thread 56 98 on row 296743
thread 57 98 on row 296790
thread 58 98 on row 296837
thread 59 98 on row 296884
thread 60 98 on row 296931
thread 61 98 on row 296978
thread 62 98 on row 297025
thread 63 98 on row 297072
thread 32 60 on row 181584
thread 33 60 on row 181631
thread 34 60 on row 181678
thread 35 60 on row 181725
thread 36 60 on row 181772
thread 37 60 on row 181819
thread 38 60 on row 181866
thread 39 60 on row 181913
thread 40 60 on row 181960
thread 41 60 on row 182007
thread 42 60 on row 182054
thread 43 60 on row 182101
thread 44 60 on row 182148
thread 45 60 on row 182195
thread 46 60 on row 182242
thread 47 60 on row 182289
thread 48 60 on row 182336
thread 49 60 on row 182383
thread 50 60 on row 182430
thread 51 60 on row 182477
thread 52 60 on row 182524
thread 53 60 on row 182571
thread 54 60 on row 182618
thread 55 60 on row 182665
thread 56 60 on row 182712
thread 57 60 on row 182759
thread 58 60 on row 182806
thread 59 60 on row 182853
thread 60 60 on row 182900
thread 61 60 on row 182947
thread 62 60 on row 182994
thread 63 60 on row 183041
thread 0 81 on row 243092
thread 1 81 on row 243139
thread 2 81 on row 243186
thread 3 81 on row 243233
thread 4 81 on row 243280
thread 5 81 on row 243327
thread 6 81 on row 243374
thread 7 81 on row 243421
thread 8 81 on row 243468
thread 9 81 on row 243515
thread 10 81 on row 243562
thread 11 81 on row 243609
thread 12 81 on row 243656
thread 13 81 on row 243703
thread 14 81 on row 243750
thread 15 81 on row 243797
thread 16 81 on row 243844
thread 17 81 on row 243891
thread 18 81 on row 243938
thread 19 81 on row 243985
thread 20 81 on row 244032
thread 21 81 on row 244079
thread 22 81 on row 244126
thread 23 81 on row 244173
thread 24 81 on row 244220
thread 25 81 on row 244267
thread 26 81 on row 244314
thread 27 81 on row 244361
thread 28 81 on row 244408
thread 29 81 on row 244455
thread 30 81 on row 244502
thread 31 81 on row 244549
thread 0 65 on row 195084
thread 1 65 on row 195131
thread 2 65 on row 195178
thread 3 65 on row 195225
thread 4 65 on row 195272
thread 5 65 on row 195319
thread 6 65 on row 195366
thread 7 65 on row 195413
thread 8 65 on row 195460
thread 9 65 on row 195507
thread 10 65 on row 195554
thread 11 65 on row 195601
thread 12 65 on row 195648
thread 13 65 on row 195695
thread 14 65 on row 195742
thread 15 65 on row 195789
thread 16 65 on row 195836
thread 17 65 on row 195883
thread 18 65 on row 195930
thread 19 65 on row 195977
thread 20 65 on row 196024
thread 21 65 on row 196071
thread 22 65 on row 196118
thread 23 65 on row 196165
thread 24 65 on row 196212
thread 25 65 on row 196259
thread 26 65 on row 196306
thread 27 65 on row 196353
thread 28 65 on row 196400
thread 29 65 on row 196447
thread 30 65 on row 196494
thread 31 65 on row 196541
thread 32 38 on row 115560
thread 33 38 on row 115607
thread 34 38 on row 115654
thread 35 38 on row 115701
thread 36 38 on row 115748
thread 37 38 on row 115795
thread 38 38 on row 115842
thread 39 38 on row 115889
thread 40 38 on row 115936
thread 41 38 on row 115983
thread 42 38 on row 116030
thread 43 38 on row 116077
thread 44 38 on row 116124
thread 45 38 on row 116171
thread 46 38 on row 116218
thread 47 38 on row 116265
thread 48 38 on row 116312
thread 49 38 on row 116359
thread 50 38 on row 116406
thread 51 38 on row 116453
thread 52 38 on row 116500
thread 53 38 on row 116547
thread 54 38 on row 116594
thread 55 38 on row 116641
thread 56 38 on row 116688
thread 57 38 on row 116735
thread 58 38 on row 116782
thread 59 38 on row 116829
thread 60 38 on row 116876
thread 61 38 on row 116923
thread 62 38 on row 116970
thread 63 38 on row 117017
thread 0 61 on row 183080
thread 1 61 on row 183127
thread 2 61 on row 183174
thread 3 61 on row 183221
thread 4 61 on row 183268
thread 5 61 on row 183315
thread 6 61 on row 183362
thread 7 61 on row 183409
thread 8 61 on row 183456
thread 9 61 on row 183503
thread 10 61 on row 183550
thread 11 61 on row 183597
thread 12 61 on row 183644
thread 13 61 on row 183691
thread 14 61 on row 183738
thread 15 61 on row 183785
thread 16 61 on row 183832
thread 17 61 on row 183879
thread 18 61 on row 183926
thread 19 61 on row 183973
thread 20 61 on row 184020
thread 21 61 on row 184067
thread 22 61 on row 184114
thread 23 61 on row 184161
thread 24 61 on row 184208
thread 25 61 on row 184255
thread 26 61 on row 184302
thread 27 61 on row 184349
thread 28 61 on row 184396
thread 29 61 on row 184443
thread 30 61 on row 184490
thread 31 61 on row 184537
thread 32 63 on row 190586
thread 33 63 on row 190633
thread 34 63 on row 190680
thread 35 63 on row 190727
thread 36 63 on row 190774
thread 37 63 on row 190821
thread 38 63 on row 190868
thread 39 63 on row 190915
thread 40 63 on row 190962
thread 41 63 on row 191009
thread 42 63 on row 191056
thread 43 63 on row 191103
thread 44 63 on row 191150
thread 45 63 on row 191197
thread 46 63 on row 191244
thread 47 63 on row 191291
thread 48 63 on row 191338
thread 49 63 on row 191385
thread 50 63 on row 191432
thread 51 63 on row 191479
thread 52 63 on row 191526
thread 53 63 on row 191573
thread 54 63 on row 191620
thread 55 63 on row 191667
thread 56 63 on row 191714
thread 57 63 on row 191761
thread 58 63 on row 191808
thread 59 63 on row 191855
thread 60 63 on row 191902
thread 61 63 on row 191949
thread 62 63 on row 191996
thread 63 63 on row 192043
thread 0 42 on row 126061
thread 1 42 on row 126108
thread 2 42 on row 126155
thread 3 42 on row 126202
thread 4 42 on row 126249
thread 5 42 on row 126296
thread 6 42 on row 126343
thread 7 42 on row 126390
thread 8 42 on row 126437
thread 9 42 on row 126484
thread 10 42 on row 126531
thread 11 42 on row 126578
thread 12 42 on row 126625
thread 13 42 on row 126672
thread 14 42 on row 126719
thread 15 42 on row 126766
thread 16 42 on row 126813
thread 17 42 on row 126860
thread 18 42 on row 126907
thread 19 42 on row 126954
thread 20 42 on row 127001
thread 21 42 on row 127048
thread 22 42 on row 127095
thread 23 42 on row 127142
thread 24 42 on row 127189
thread 25 42 on row 127236
thread 26 42 on row 127283
thread 27 42 on row 127330
thread 28 42 on row 127377
thread 29 42 on row 127424
thread 30 42 on row 127471
thread 31 42 on row 127518
thread 32 46 on row 139567
thread 33 46 on row 139614
thread 34 46 on row 139661
thread 35 46 on row 139708
thread 36 46 on row 139755
thread 37 46 on row 139802
thread 38 46 on row 139849
thread 39 46 on row 139896
thread 40 46 on row 139943
thread 41 46 on row 139990
thread 42 46 on row 140037
thread 43 46 on row 140084
thread 44 46 on row 140131
thread 45 46 on row 140178
thread 46 46 on row 140225
thread 47 46 on row 140272
thread 48 46 on row 140319
thread 49 46 on row 140366
thread 50 46 on row 140413
thread 51 46 on row 140460
thread 52 46 on row 140507
thread 53 46 on row 140554
thread 54 46 on row 140601
thread 55 46 on row 140648
thread 56 46 on row 140695
thread 57 46 on row 140742
thread 58 46 on row 140789
thread 59 46 on row 140836
thread 60 46 on row 140883
thread 61 46 on row 140930
thread 62 46 on row 140977
thread 63 46 on row 141024
thread 0 86 on row 258098
thread 1 86 on row 258145
thread 2 86 on row 258192
thread 3 86 on row 258239
thread 4 86 on row 258286
thread 5 86 on row 258333
thread 6 86 on row 258380
thread 7 86 on row 258427
thread 8 86 on row 258474
thread 9 86 on row 258521
thread 10 86 on row 258568
thread 11 86 on row 258615
thread 12 86 on row 258662
thread 13 86 on row 258709
thread 14 86 on row 258756
thread 15 86 on row 258803
thread 16 86 on row 258850
thread 17 86 on row 258897
thread 18 86 on row 258944
thread 19 86 on row 258991
thread 20 86 on row 259038
thread 21 86 on row 259085
thread 22 86 on row 259132
thread 23 86 on row 259179
thread 24 86 on row 259226
thread 25 86 on row 259273
thread 26 86 on row 259320
thread 27 86 on row 259367
thread 28 86 on row 259414
thread 29 86 on row 259461
thread 30 86 on row 259508
thread 31 86 on row 259555
thread 0 74 on row 222087
thread 1 74 on row 222134
thread 2 74 on row 222181
thread 3 74 on row 222228
thread 4 74 on row 222275
thread 5 74 on row 222322
thread 6 74 on row 222369
thread 7 74 on row 222416
thread 8 74 on row 222463
thread 9 74 on row 222510
thread 10 74 on row 222557
thread 11 74 on row 222604
thread 12 74 on row 222651
thread 13 74 on row 222698
thread 14 74 on row 222745
thread 15 74 on row 222792
thread 16 74 on row 222839
thread 17 74 on row 222886
thread 18 74 on row 222933
thread 19 74 on row 222980
thread 20 74 on row 223027
thread 21 74 on row 223074
thread 22 74 on row 223121
thread 23 74 on row 223168
thread 24 74 on row 223215
thread 25 74 on row 223262
thread 26 74 on row 223309
thread 27 74 on row 223356
thread 28 74 on row 223403
thread 29 74 on row 223450
thread 30 74 on row 223497
thread 31 74 on row 223544
thread 0 51 on row 153068
thread 1 51 on row 153115
thread 2 51 on row 153162
thread 3 51 on row 153209
thread 4 51 on row 153256
thread 5 51 on row 153303
thread 6 51 on row 153350
thread 7 51 on row 153397
thread 8 51 on row 153444
thread 9 51 on row 153491
thread 10 51 on row 153538
thread 11 51 on row 153585
thread 12 51 on row 153632
thread 13 51 on row 153679
thread 14 51 on row 153726
thread 15 51 on row 153773
thread 16 51 on row 153820
thread 17 51 on row 153867
thread 18 51 on row 153914
thread 19 51 on row 153961
thread 20 51 on row 154008
thread 21 51 on row 154055
thread 22 51 on row 154102
thread 23 51 on row 154149
thread 24 51 on row 154196
thread 25 51 on row 154243
thread 26 51 on row 154290
thread 27 51 on row 154337
thread 28 51 on row 154384
thread 29 51 on row 154431
thread 30 51 on row 154478
thread 31 51 on row 154525
thread 32 55 on row 166577
thread 33 55 on row 166624
thread 34 55 on row 166671
thread 35 55 on row 166718
thread 36 55 on row 166765
thread 37 55 on row 166812
thread 38 55 on row 166859
thread 39 55 on row 166906
thread 40 55 on row 166953
thread 41 55 on row 167000
thread 42 55 on row 167047
thread 43 55 on row 167094
thread 44 55 on row 167141
thread 45 55 on row 167188
thread 46 55 on row 167235
thread 47 55 on row 167282
thread 48 55 on row 167329
thread 49 55 on row 167376
thread 50 55 on row 167423
thread 51 55 on row 167470
thread 52 55 on row 167517
thread 53 55 on row 167564
thread 54 55 on row 167611
thread 55 55 on row 167658
thread 56 55 on row 167705
thread 57 55 on row 167752
thread 58 55 on row 167799
thread 59 55 on row 167846
thread 60 55 on row 167893
thread 61 55 on row 167940
thread 62 55 on row 167987
thread 63 55 on row 168034
thread 32 83 on row 250599
thread 33 83 on row 250646
thread 34 83 on row 250693
thread 35 83 on row 250740
thread 36 83 on row 250787
thread 37 83 on row 250834
thread 38 83 on row 250881
thread 39 83 on row 250928
thread 40 83 on row 250975
thread 41 83 on row 251022
thread 42 83 on row 251069
thread 43 83 on row 251116
thread 44 83 on row 251163
thread 45 83 on row 251210
thread 46 83 on row 251257
thread 47 83 on row 251304
thread 48 83 on row 251351
thread 49 83 on row 251398
thread 50 83 on row 251445
thread 51 83 on row 251492
thread 52 83 on row 251539
thread 53 83 on row 251586
thread 54 83 on row 251633
thread 55 83 on row 251680
thread 56 83 on row 251727
thread 57 83 on row 251774
thread 58 83 on row 251821
thread 59 83 on row 251868
thread 60 83 on row 251915
thread 61 83 on row 251962
thread 62 83 on row 252009
thread 63 83 on row 252056
thread 32 67 on row 202588
thread 33 67 on row 202635
thread 34 67 on row 202682
thread 35 67 on row 202729
thread 36 67 on row 202776
thread 37 67 on row 202823
thread 38 67 on row 202870
thread 39 67 on row 202917
thread 40 67 on row 202964
thread 41 67 on row 203011
thread 42 67 on row 203058
thread 43 67 on row 203105
thread 44 67 on row 203152
thread 45 67 on row 203199
thread 46 67 on row 203246
thread 47 67 on row 203293
thread 48 67 on row 203340
thread 49 67 on row 203387
thread 50 67 on row 203434
thread 51 67 on row 203481
thread 52 67 on row 203528
thread 53 67 on row 203575
thread 54 67 on row 203622
thread 55 67 on row 203669
thread 56 67 on row 203716
thread 57 67 on row 203763
thread 58 67 on row 203810
thread 59 67 on row 203857
thread 60 67 on row 203904
thread 61 67 on row 203951
thread 62 67 on row 203998
thread 63 67 on row 204045
thread 32 80 on row 241597
thread 33 80 on row 241644
thread 34 80 on row 241691
thread 35 80 on row 241738
thread 36 80 on row 241785
thread 37 80 on row 241832
thread 38 80 on row 241879
thread 39 80 on row 241926
thread 40 80 on row 241973
thread 41 80 on row 242020
thread 42 80 on row 242067
thread 43 80 on row 242114
thread 44 80 on row 242161
thread 45 80 on row 242208
thread 46 80 on row 242255
thread 47 80 on row 242302
thread 48 80 on row 242349
thread 49 80 on row 242396
thread 50 80 on row 242443
thread 51 80 on row 242490
thread 52 80 on row 242537
thread 53 80 on row 242584
thread 54 80 on row 242631
thread 55 80 on row 242678
thread 56 80 on row 242725
thread 57 80 on row 242772
thread 58 80 on row 242819
thread 59 80 on row 242866
thread 60 80 on row 242913
thread 61 80 on row 242960
thread 62 80 on row 243007
thread 63 80 on row 243054
thread 0 59 on row 177083
thread 1 59 on row 177130
thread 2 59 on row 177177
thread 3 59 on row 177224
thread 4 59 on row 177271
thread 5 59 on row 177318
thread 6 59 on row 177365
thread 7 59 on row 177412
thread 8 59 on row 177459
thread 9 59 on row 177506
thread 10 59 on row 177553
thread 11 59 on row 177600
thread 12 59 on row 177647
thread 13 59 on row 177694
thread 14 59 on row 177741
thread 15 59 on row 177788
thread 16 59 on row 177835
thread 17 59 on row 177882
thread 18 59 on row 177929
thread 19 59 on row 177976
thread 20 59 on row 178023
thread 21 59 on row 178070
thread 22 59 on row 178117
thread 23 59 on row 178164
thread 24 59 on row 178211
thread 25 59 on row 178258
thread 26 59 on row 178305
thread 27 59 on row 178352
thread 28 59 on row 178399
thread 29 59 on row 178446
thread 30 59 on row 178493
thread 31 59 on row 178540
thread 0 98 on row 294110
thread 1 98 on row 294157
thread 2 98 on row 294204
thread 3 98 on row 294251
thread 4 98 on row 294298
thread 5 98 on row 294345
thread 6 98 on row 294392
thread 7 98 on row 294439
thread 8 98 on row 294486
thread 9 98 on row 294533
thread 10 98 on row 294580
thread 11 98 on row 294627
thread 12 98 on row 294674
thread 13 98 on row 294721
thread 14 98 on row 294768
thread 15 98 on row 294815
thread 16 98 on row 294862
thread 17 98 on row 294909
thread 18 98 on row 294956
thread 19 98 on row 295003
thread 20 98 on row 295050
thread 21 98 on row 295097
thread 22 98 on row 295144
thread 23 98 on row 295191
thread 24 98 on row 295238
thread 25 98 on row 295285
thread 26 98 on row 295332
thread 27 98 on row 295379
thread 28 98 on row 295426
thread 29 98 on row 295473
thread 30 98 on row 295520
thread 31 98 on row 295567
thread 32 39 on row 118561
thread 33 39 on row 118608
thread 34 39 on row 118655
thread 35 39 on row 118702
thread 36 39 on row 118749
thread 37 39 on row 118796
thread 38 39 on row 118843
thread 39 39 on row 118890
thread 40 39 on row 118937
thread 41 39 on row 118984
thread 42 39 on row 119031
thread 43 39 on row 119078
thread 44 39 on row 119125
thread 45 39 on row 119172
thread 46 39 on row 119219
thread 47 39 on row 119266
thread 48 39 on row 119313
thread 49 39 on row 119360
thread 50 39 on row 119407
thread 51 39 on row 119454
thread 52 39 on row 119501
thread 53 39 on row 119548
thread 54 39 on row 119595
thread 55 39 on row 119642
thread 56 39 on row 119689
thread 57 39 on row 119736
thread 58 39 on row 119783
thread 59 39 on row 119830
thread 60 39 on row 119877
thread 61 39 on row 119924
thread 62 39 on row 119971
thread 63 39 on row 120018
thread 32 77 on row 232595
thread 33 77 on row 232642
thread 34 77 on row 232689
thread 35 77 on row 232736
thread 36 77 on row 232783
thread 37 77 on row 232830
thread 38 77 on row 232877
thread 39 77 on row 232924
thread 40 77 on row 232971
thread 41 77 on row 233018
thread 42 77 on row 233065
thread 43 77 on row 233112
thread 44 77 on row 233159
thread 45 77 on row 233206
thread 46 77 on row 233253
thread 47 77 on row 233300
thread 48 77 on row 233347
thread 49 77 on row 233394
thread 50 77 on row 233441
thread 51 77 on row 233488
thread 52 77 on row 233535
thread 53 77 on row 233582
thread 54 77 on row 233629
thread 55 77 on row 233676
thread 56 77 on row 233723
thread 57 77 on row 233770
thread 58 77 on row 233817
thread 59 77 on row 233864
thread 60 77 on row 233911
thread 61 77 on row 233958
thread 62 77 on row 234005
thread 63 77 on row 234052
thread 0 29 on row 87041
thread 1 29 on row 87088
thread 2 29 on row 87135
thread 3 29 on row 87182
thread 4 29 on row 87229
thread 5 29 on row 87276
thread 6 29 on row 87323
thread 7 29 on row 87370
thread 8 29 on row 87417
thread 9 29 on row 87464
thread 10 29 on row 87511
thread 11 29 on row 87558
thread 12 29 on row 87605
thread 13 29 on row 87652
thread 14 29 on row 87699
thread 15 29 on row 87746
thread 16 29 on row 87793
thread 17 29 on row 87840
thread 18 29 on row 87887
thread 19 29 on row 87934
thread 20 29 on row 87981
thread 21 29 on row 88028
thread 22 29 on row 88075
thread 23 29 on row 88122
thread 24 29 on row 88169
thread 25 29 on row 88216
thread 26 29 on row 88263
thread 27 29 on row 88310
thread 28 29 on row 88357
thread 29 29 on row 88404
thread 30 29 on row 88451
thread 31 29 on row 88498
thread 0 48 on row 144068
thread 1 48 on row 144115
thread 2 48 on row 144162
thread 3 48 on row 144209
thread 4 48 on row 144256
thread 5 48 on row 144303
thread 6 48 on row 144350
thread 7 48 on row 144397
thread 8 48 on row 144444
thread 9 48 on row 144491
thread 10 48 on row 144538
thread 11 48 on row 144585
thread 12 48 on row 144632
thread 13 48 on row 144679
thread 14 48 on row 144726
thread 15 48 on row 144773
thread 16 48 on row 144820
thread 17 48 on row 144867
thread 18 48 on row 144914
thread 19 48 on row 144961
thread 20 48 on row 145008
thread 21 48 on row 145055
thread 22 48 on row 145102
thread 23 48 on row 145149
thread 24 48 on row 145196
thread 25 48 on row 145243
thread 26 48 on row 145290
thread 27 48 on row 145337
thread 28 48 on row 145384
thread 29 48 on row 145431
thread 30 48 on row 145478
thread 31 48 on row 145525
thread 0 99 on row 297112
thread 1 99 on row 297159
thread 2 99 on row 297206
thread 3 99 on row 297253
thread 4 99 on row 297300
thread 5 99 on row 297347
thread 6 99 on row 297394
thread 7 99 on row 297441
thread 8 99 on row 297488
thread 9 99 on row 297535
thread 10 99 on row 297582
thread 11 99 on row 297629
thread 12 99 on row 297676
thread 13 99 on row 297723
thread 14 99 on row 297770
thread 15 99 on row 297817
thread 16 99 on row 297864
thread 17 99 on row 297911
thread 18 99 on row 297958
thread 19 99 on row 298005
thread 20 99 on row 298052
thread 21 99 on row 298099
thread 22 99 on row 298146
thread 23 99 on row 298193
thread 24 99 on row 298240
thread 25 99 on row 298287
thread 26 99 on row 298334
thread 27 99 on row 298381
thread 28 99 on row 298428
thread 29 99 on row 298475
thread 30 99 on row 298522
thread 31 99 on row 298569
thread 32 54 on row 163577
thread 33 54 on row 163624
thread 34 54 on row 163671
thread 35 54 on row 163718
thread 36 54 on row 163765
thread 37 54 on row 163812
thread 38 54 on row 163859
thread 39 54 on row 163906
thread 40 54 on row 163953
thread 41 54 on row 164000
thread 42 54 on row 164047
thread 43 54 on row 164094
thread 44 54 on row 164141
thread 45 54 on row 164188
thread 46 54 on row 164235
thread 47 54 on row 164282
thread 48 54 on row 164329
thread 49 54 on row 164376
thread 50 54 on row 164423
thread 51 54 on row 164470
thread 52 54 on row 164517
thread 53 54 on row 164564
thread 54 54 on row 164611
thread 55 54 on row 164658
thread 56 54 on row 164705
thread 57 54 on row 164752
thread 58 54 on row 164799
thread 59 54 on row 164846
thread 60 54 on row 164893
thread 61 54 on row 164940
thread 62 54 on row 164987
thread 63 54 on row 165034
thread 32 28 on row 85543
thread 33 28 on row 85590
thread 34 28 on row 85637
thread 35 28 on row 85684
thread 36 28 on row 85731
thread 37 28 on row 85778
thread 38 28 on row 85825
thread 39 28 on row 85872
thread 40 28 on row 85919
thread 41 28 on row 85966
thread 42 28 on row 86013
thread 43 28 on row 86060
thread 44 28 on row 86107
thread 45 28 on row 86154
thread 46 28 on row 86201
thread 47 28 on row 86248
thread 48 28 on row 86295
thread 49 28 on row 86342
thread 50 28 on row 86389
thread 51 28 on row 86436
thread 52 28 on row 86483
thread 53 28 on row 86530
thread 54 28 on row 86577
thread 55 28 on row 86624
thread 56 28 on row 86671
thread 57 28 on row 86718
thread 58 28 on row 86765
thread 59 28 on row 86812
thread 60 28 on row 86859
thread 61 28 on row 86906
thread 62 28 on row 86953
thread 63 28 on row 87000
thread 32 99 on row 298615
thread 33 99 on row 298662
thread 34 99 on row 298709
thread 35 99 on row 298756
thread 36 99 on row 298803
thread 37 99 on row 298850
thread 38 99 on row 298897
thread 39 99 on row 298944
thread 40 99 on row 298991
thread 41 99 on row 299038
thread 42 99 on row 299085
thread 43 99 on row 299132
thread 44 99 on row 299179
thread 45 99 on row 299226
thread 46 99 on row 299273
thread 47 99 on row 299320
thread 48 99 on row 299367
thread 49 99 on row 299414
thread 50 99 on row 299461
thread 51 99 on row 299508
thread 52 99 on row 299555
thread 53 99 on row 299602
thread 54 99 on row 299649
thread 55 99 on row 299696
thread 56 99 on row 299743
thread 57 99 on row 299790
thread 58 99 on row 299837
thread 59 99 on row 299884
thread 60 99 on row 299931
thread 61 99 on row 299978
thread 62 99 on row 300025
thread 63 99 on row 300072
thread 32 64 on row 193588
thread 33 64 on row 193635
thread 34 64 on row 193682
thread 35 64 on row 193729
thread 36 64 on row 193776
thread 37 64 on row 193823
thread 38 64 on row 193870
thread 39 64 on row 193917
thread 40 64 on row 193964
thread 41 64 on row 194011
thread 42 64 on row 194058
thread 43 64 on row 194105
thread 44 64 on row 194152
thread 45 64 on row 194199
thread 46 64 on row 194246
thread 47 64 on row 194293
thread 48 64 on row 194340
thread 49 64 on row 194387
thread 50 64 on row 194434
thread 51 64 on row 194481
thread 52 64 on row 194528
thread 53 64 on row 194575
thread 54 64 on row 194622
thread 55 64 on row 194669
thread 56 64 on row 194716
thread 57 64 on row 194763
thread 58 64 on row 194810
thread 59 64 on row 194857
thread 60 64 on row 194904
thread 61 64 on row 194951
thread 62 64 on row 194998
thread 63 64 on row 195045
thread 0 43 on row 129060
thread 1 43 on row 129107
thread 2 43 on row 129154
thread 3 43 on row 129201
thread 4 43 on row 129248
thread 5 43 on row 129295
thread 6 43 on row 129342
thread 7 43 on row 129389
thread 8 43 on row 129436
thread 9 43 on row 129483
thread 10 43 on row 129530
thread 11 43 on row 129577
thread 12 43 on row 129624
thread 13 43 on row 129671
thread 14 43 on row 129718
thread 15 43 on row 129765
thread 16 43 on row 129812
thread 17 43 on row 129859
thread 18 43 on row 129906
thread 19 43 on row 129953
thread 20 43 on row 130000
thread 21 43 on row 130047
thread 22 43 on row 130094
thread 23 43 on row 130141
thread 24 43 on row 130188
thread 25 43 on row 130235
thread 26 43 on row 130282
thread 27 43 on row 130329
thread 28 43 on row 130376
thread 29 43 on row 130423
thread 30 43 on row 130470
thread 31 43 on row 130517
thread 32 95 on row 286610
thread 33 95 on row 286657
thread 34 95 on row 286704
thread 35 95 on row 286751
thread 36 95 on row 286798
thread 37 95 on row 286845
thread 38 95 on row 286892
thread 39 95 on row 286939
thread 40 95 on row 286986
thread 41 95 on row 287033
thread 42 95 on row 287080
thread 43 95 on row 287127
thread 44 95 on row 287174
thread 45 95 on row 287221
thread 46 95 on row 287268
thread 47 95 on row 287315
thread 48 95 on row 287362
thread 49 95 on row 287409
thread 50 95 on row 287456
thread 51 95 on row 287503
thread 52 95 on row 287550
thread 53 95 on row 287597
thread 54 95 on row 287644
thread 55 95 on row 287691
thread 56 95 on row 287738
thread 57 95 on row 287785
thread 58 95 on row 287832
thread 59 95 on row 287879
thread 60 95 on row 287926
thread 61 95 on row 287973
thread 62 95 on row 288020
thread 63 95 on row 288067
thread 0 71 on row 213087
thread 1 71 on row 213134
thread 2 71 on row 213181
thread 3 71 on row 213228
thread 4 71 on row 213275
thread 5 71 on row 213322
thread 6 71 on row 213369
thread 7 71 on row 213416
thread 8 71 on row 213463
thread 9 71 on row 213510
thread 10 71 on row 213557
thread 11 71 on row 213604
thread 12 71 on row 213651
thread 13 71 on row 213698
thread 14 71 on row 213745
thread 15 71 on row 213792
thread 16 71 on row 213839
thread 17 71 on row 213886
thread 18 71 on row 213933
thread 19 71 on row 213980
thread 20 71 on row 214027
thread 21 71 on row 214074
thread 22 71 on row 214121
thread 23 71 on row 214168
thread 24 71 on row 214215
thread 25 71 on row 214262
thread 26 71 on row 214309
thread 27 71 on row 214356
thread 28 71 on row 214403
thread 29 71 on row 214450
thread 30 71 on row 214497
thread 31 71 on row 214544
thread 32 34 on row 103550
thread 33 34 on row 103597
thread 34 34 on row 103644
thread 35 34 on row 103691
thread 36 34 on row 103738
thread 37 34 on row 103785
thread 38 34 on row 103832
thread 39 34 on row 103879
thread 40 34 on row 103926
thread 41 34 on row 103973
